model_name,task,outcome,metric,reference,candidate,n_items,reference_mean,candidate_mean,candidate_minus_reference,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero,p_sign_flip,p_holm,holm_significant
llama3_8b,TruthfulQA,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.9999999999999996,0.944444444444444,-0.0555555555555557,-0.8055555555555557,0.6944444444444444,False,0.94480055199448,1.0,False
llama3_8b,TruthfulQA,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.4888888888888889,0.5999999999999999,0.1111111111111111,-0.044722222222222,0.2666666666666666,False,0.2332576674233257,1.0,False
llama3_8b,TruthfulQA,logical_consistency_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.4722222222222217,1.3055555555555551,-0.1666666666666666,-0.722222222222222,0.4166666666666664,False,0.6458635413645863,1.0,False
llama3_8b,TruthfulQA,logical_consistency_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.6111111111111112,0.6666666666666666,0.0555555555555555,-0.1333333333333333,0.2333333333333333,False,0.6513734862651374,1.0,False
llama3_8b,TruthfulQA,reasoning_structure_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,0.3194444444444444,0.2222222222222221,-0.0972222222222221,-0.3472222222222222,0.1666666666666666,False,0.5291947080529195,1.0,False
llama3_8b,TruthfulQA,reasoning_structure_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.888888888888889,0.9000000000000001,0.0111111111111111,-0.0888888888888888,0.1111111111111111,False,1.0,1.0,False
llama3_8b,TruthfulQA,sound_reasoning,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,1.0416666666666663,0.8333333333333331,-0.2083333333333333,-0.6805555555555555,0.2777777777777776,False,0.4472555274447256,1.0,False
llama3_8b,TruthfulQA,sound_reasoning,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.5888888888888888,0.6444444444444445,0.0555555555555555,-0.0444444444444444,0.1555555555555555,False,0.3892061079389206,1.0,False
llama3_8b,alphabetical_think_answer,factual_correctness_score,alignment_slope,legacy_anwer_v1,corrected_answer_v2,30,-0.0277777777777777,0.0277777777777778,0.0555555555555555,-0.4999999999999998,0.6388888888888887,False,0.9276107238927612,1.0,False
llama3_8b,alphabetical_think_answer,factual_correctness_score,alpha0_mean,legacy_anwer_v1,corrected_answer_v2,30,0.6222222222222221,0.4888888888888889,-0.1333333333333333,-0.3333333333333333,0.0222222222222222,False,0.2658573414265857,1.0,False
